! OpenFAST Deterministic Wind File
#
# Comment lines begin with "!" or "#" or "%", then the data lines must contain the following columns:
#
# If there are only 8 columns, upflow is assumed to be 0.
#
# Parameters are interpolated linearly between time steps; using nearest neighbor before the first time
# listed in this file and after the last time listed in the file.
#
! Time     Wind    Wind    Vertical    Horiz.      Pwr.Law     Lin.Vert.   Gust     Upflow
!          Speed   Dir     Speed       Shear       Vert.Shr    Shear       Speed    Angle
! (sec)    (m/s)   (Deg)   (m/s)                                            (m/s)   (deg)
274260.0 4.22 0.0 0 0.0 0.3 0.0 0.0
274270.0 4.23 0.0 0 0.0 0.3 0.0 0.0
274280.0 4.23 0.0 0 0.0 0.3 0.0 0.0
274290.0 5.0 0.0 0 0.0 0.3 0.0 0.0
274300.0 4.89 0.0 0 0.0 0.3 0.0 0.0
274310.0 4.45 0.0 0 0.0 0.3 0.0 0.0
274320.0 5.18 0.0 0 0.0 0.3 0.0 0.0
274330.0 3.65 0.0 0 0.0 0.3 0.0 0.0
274340.0 4.19 0.0 0 0.0 0.3 0.0 0.0
274350.0 5.11 0.0 0 0.0 0.3 0.0 0.0
274360.0 4.66 0.0 0 0.0 0.3 0.0 0.0
274370.0 4.4 0.0 0 0.0 0.3 0.0 0.0
274380.0 4.34 0.0 0 0.0 0.3 0.0 0.0
274390.0 4.54 0.0 0 0.0 0.3 0.0 0.0
274400.0 4.27 0.0 0 0.0 0.3 0.0 0.0
274410.0 4.4 0.0 0 0.0 0.3 0.0 0.0
274420.0 4.11 0.0 0 0.0 0.3 0.0 0.0
274430.0 4.79 0.0 0 0.0 0.3 0.0 0.0
274440.0 4.08 0.0 0 0.0 0.3 0.0 0.0
274450.0 3.58 0.0 0 0.0 0.3 0.0 0.0
274460.0 3.28 0.0 0 0.0 0.3 0.0 0.0
274470.0 3.52 0.0 0 0.0 0.3 0.0 0.0
274480.0 4.79 0.0 0 0.0 0.3 0.0 0.0
274490.0 4.51 0.0 0 0.0 0.3 0.0 0.0
274500.0 4.37 0.0 0 0.0 0.3 0.0 0.0
274510.0 4.09 0.0 0 0.0 0.3 0.0 0.0
274520.0 4.2 0.0 0 0.0 0.3 0.0 0.0
274530.0 4.36 0.0 0 0.0 0.3 0.0 0.0
274540.0 5.1 0.0 0 0.0 0.3 0.0 0.0
274550.0 4.54 0.0 0 0.0 0.3 0.0 0.0
274560.0 3.62 0.0 0 0.0 0.3 0.0 0.0
274570.0 3.43 0.0 0 0.0 0.3 0.0 0.0
274580.0 3.68 0.0 0 0.0 0.3 0.0 0.0
274590.0 3.58 0.0 0 0.0 0.3 0.0 0.0
274600.0 4.19 0.0 0 0.0 0.3 0.0 0.0
274610.0 4.02 0.0 0 0.0 0.3 0.0 0.0
274620.0 4.05 0.0 0 0.0 0.3 0.0 0.0
274630.0 4.35 0.0 0 0.0 0.3 0.0 0.0
274640.0 4.47 0.0 0 0.0 0.3 0.0 0.0
274650.0 4.46 0.0 0 0.0 0.3 0.0 0.0
274660.0 4.82 0.0 0 0.0 0.3 0.0 0.0
274670.0 5.31 0.0 0 0.0 0.3 0.0 0.0
274680.0 4.88 0.0 0 0.0 0.3 0.0 0.0
274690.0 4.62 0.0 0 0.0 0.3 0.0 0.0
274700.0 5.13 0.0 0 0.0 0.3 0.0 0.0
274710.0 4.62 0.0 0 0.0 0.3 0.0 0.0
274720.0 4.07 0.0 0 0.0 0.3 0.0 0.0
274730.0 5.0 0.0 0 0.0 0.3 0.0 0.0
274740.0 4.58 0.0 0 0.0 0.3 0.0 0.0
274750.0 4.37 0.0 0 0.0 0.3 0.0 0.0
274760.0 4.7 0.0 0 0.0 0.3 0.0 0.0
274770.0 4.32 0.0 0 0.0 0.3 0.0 0.0
274780.0 4.42 0.0 0 0.0 0.3 0.0 0.0
274790.0 4.54 0.0 0 0.0 0.3 0.0 0.0
274800.0 4.24 0.0 0 0.0 0.3 0.0 0.0
274810.0 3.83 0.0 0 0.0 0.3 0.0 0.0
274820.0 3.53 0.0 0 0.0 0.3 0.0 0.0
274830.0 3.37 0.0 0 0.0 0.3 0.0 0.0
274840.0 3.05 0.0 0 0.0 0.3 0.0 0.0
274850.0 2.72 0.0 0 0.0 0.3 0.0 0.0
274860.0 2.78 0.0 0 0.0 0.3 0.0 0.0
274870.0 3.8 0.0 0 0.0 0.3 0.0 0.0
274880.0 4.1 0.0 0 0.0 0.3 0.0 0.0
274890.0 3.44 0.0 0 0.0 0.3 0.0 0.0
274900.0 3.37 0.0 0 0.0 0.3 0.0 0.0
274910.0 3.09 0.0 0 0.0 0.3 0.0 0.0
274920.0 3.24 0.0 0 0.0 0.3 0.0 0.0
274930.0 3.76 0.0 0 0.0 0.3 0.0 0.0
274940.0 2.89 0.0 0 0.0 0.3 0.0 0.0
274950.0 2.74 0.0 0 0.0 0.3 0.0 0.0
274960.0 3.0 0.0 0 0.0 0.3 0.0 0.0
274970.0 3.55 0.0 0 0.0 0.3 0.0 0.0
274980.0 4.48 0.0 0 0.0 0.3 0.0 0.0
274990.0 4.27 0.0 0 0.0 0.3 0.0 0.0
275000.0 3.71 0.0 0 0.0 0.3 0.0 0.0
275010.0 3.4 0.0 0 0.0 0.3 0.0 0.0
275020.0 3.68 0.0 0 0.0 0.3 0.0 0.0
275030.0 3.64 0.0 0 0.0 0.3 0.0 0.0
275040.0 4.34 0.0 0 0.0 0.3 0.0 0.0
275050.0 5.13 0.0 0 0.0 0.3 0.0 0.0
275060.0 5.02 0.0 0 0.0 0.3 0.0 0.0
275070.0 5.32 0.0 0 0.0 0.3 0.0 0.0
275080.0 5.71 0.0 0 0.0 0.3 0.0 0.0
275090.0 5.54 0.0 0 0.0 0.3 0.0 0.0
275100.0 5.22 0.0 0 0.0 0.3 0.0 0.0
275110.0 5.11 0.0 0 0.0 0.3 0.0 0.0
275120.0 5.62 0.0 0 0.0 0.3 0.0 0.0
275130.0 5.4 0.0 0 0.0 0.3 0.0 0.0
275140.0 5.15 0.0 0 0.0 0.3 0.0 0.0
275150.0 4.77 0.0 0 0.0 0.3 0.0 0.0
275160.0 3.65 0.0 0 0.0 0.3 0.0 0.0
275170.0 3.51 0.0 0 0.0 0.3 0.0 0.0
275180.0 3.76 0.0 0 0.0 0.3 0.0 0.0
275190.0 3.38 0.0 0 0.0 0.3 0.0 0.0
275200.0 3.53 0.0 0 0.0 0.3 0.0 0.0
275210.0 3.02 0.0 0 0.0 0.3 0.0 0.0
275220.0 3.13 0.0 0 0.0 0.3 0.0 0.0
275230.0 4.05 0.0 0 0.0 0.3 0.0 0.0
275240.0 3.54 0.0 0 0.0 0.3 0.0 0.0
275250.0 3.4 0.0 0 0.0 0.3 0.0 0.0
275260.0 4.26 0.0 0 0.0 0.3 0.0 0.0
275270.0 4.08 0.0 0 0.0 0.3 0.0 0.0
275280.0 4.46 0.0 0 0.0 0.3 0.0 0.0
275290.0 4.7 0.0 0 0.0 0.3 0.0 0.0
275300.0 4.3 0.0 0 0.0 0.3 0.0 0.0
275650.0 4.26 0.0 0 0.0 0.3 0.0 0.0
275660.0 4.38 0.0 0 0.0 0.3 0.0 0.0
275670.0 3.72 0.0 0 0.0 0.3 0.0 0.0
275680.0 3.37 0.0 0 0.0 0.3 0.0 0.0
275690.0 3.71 0.0 0 0.0 0.3 0.0 0.0
275700.0 3.81 0.0 0 0.0 0.3 0.0 0.0
275710.0 4.82 0.0 0 0.0 0.3 0.0 0.0
275720.0 4.77 0.0 0 0.0 0.3 0.0 0.0
275900.0 3.18 0.0 0 0.0 0.3 0.0 0.0
275910.0 3.44 0.0 0 0.0 0.3 0.0 0.0
275920.0 4.54 0.0 0 0.0 0.3 0.0 0.0
275930.0 4.67 0.0 0 0.0 0.3 0.0 0.0
275940.0 4.18 0.0 0 0.0 0.3 0.0 0.0
275950.0 3.78 0.0 0 0.0 0.3 0.0 0.0
275960.0 4.33 0.0 0 0.0 0.3 0.0 0.0
275970.0 4.54 0.0 0 0.0 0.3 0.0 0.0
275980.0 5.47 0.0 0 0.0 0.3 0.0 0.0
275990.0 5.56 0.0 0 0.0 0.3 0.0 0.0
276000.0 5.65 0.0 0 0.0 0.3 0.0 0.0
276010.0 5.68 0.0 0 0.0 0.3 0.0 0.0
276020.0 5.29 0.0 0 0.0 0.3 0.0 0.0
276030.0 5.07 0.0 0 0.0 0.3 0.0 0.0
276040.0 5.5 0.0 0 0.0 0.3 0.0 0.0
276050.0 5.2 0.0 0 0.0 0.3 0.0 0.0
276060.0 5.07 0.0 0 0.0 0.3 0.0 0.0
276070.0 5.28 0.0 0 0.0 0.3 0.0 0.0
276080.0 5.47 0.0 0 0.0 0.3 0.0 0.0
276090.0 5.76 0.0 0 0.0 0.3 0.0 0.0
276100.0 5.28 0.0 0 0.0 0.3 0.0 0.0
276110.0 4.89 0.0 0 0.0 0.3 0.0 0.0
276120.0 4.32 0.0 0 0.0 0.3 0.0 0.0
276130.0 4.89 0.0 0 0.0 0.3 0.0 0.0
276140.0 4.45 0.0 0 0.0 0.3 0.0 0.0
276150.0 4.72 0.0 0 0.0 0.3 0.0 0.0
276160.0 4.46 0.0 0 0.0 0.3 0.0 0.0
276170.0 4.11 0.0 0 0.0 0.3 0.0 0.0
276180.0 4.27 0.0 0 0.0 0.3 0.0 0.0
276190.0 3.67 0.0 0 0.0 0.3 0.0 0.0
276200.0 3.57 0.0 0 0.0 0.3 0.0 0.0
276210.0 3.16 0.0 0 0.0 0.3 0.0 0.0
276220.0 3.2 0.0 0 0.0 0.3 0.0 0.0
276230.0 3.28 0.0 0 0.0 0.3 0.0 0.0
276240.0 3.64 0.0 0 0.0 0.3 0.0 0.0
276250.0 3.59 0.0 0 0.0 0.3 0.0 0.0
276260.0 3.36 0.0 0 0.0 0.3 0.0 0.0
276270.0 3.57 0.0 0 0.0 0.3 0.0 0.0
276280.0 3.56 0.0 0 0.0 0.3 0.0 0.0
276290.0 3.53 0.0 0 0.0 0.3 0.0 0.0
276300.0 3.41 0.0 0 0.0 0.3 0.0 0.0
276310.0 3.93 0.0 0 0.0 0.3 0.0 0.0
276320.0 3.83 0.0 0 0.0 0.3 0.0 0.0
276330.0 3.63 0.0 0 0.0 0.3 0.0 0.0
276340.0 3.61 0.0 0 0.0 0.3 0.0 0.0
276350.0 3.54 0.0 0 0.0 0.3 0.0 0.0
276360.0 4.02 0.0 0 0.0 0.3 0.0 0.0
276370.0 4.06 0.0 0 0.0 0.3 0.0 0.0
276380.0 4.64 0.0 0 0.0 0.3 0.0 0.0
276390.0 4.5 0.0 0 0.0 0.3 0.0 0.0
276400.0 3.73 0.0 0 0.0 0.3 0.0 0.0
276410.0 3.64 0.0 0 0.0 0.3 0.0 0.0
276420.0 4.16 0.0 0 0.0 0.3 0.0 0.0
276430.0 3.99 0.0 0 0.0 0.3 0.0 0.0
276440.0 4.25 0.0 0 0.0 0.3 0.0 0.0
276450.0 4.47 0.0 0 0.0 0.3 0.0 0.0
276460.0 4.28 0.0 0 0.0 0.3 0.0 0.0
276470.0 4.53 0.0 0 0.0 0.3 0.0 0.0
276480.0 5.06 0.0 0 0.0 0.3 0.0 0.0
276490.0 4.93 0.0 0 0.0 0.3 0.0 0.0
276500.0 4.25 0.0 0 0.0 0.3 0.0 0.0
276510.0 3.84 0.0 0 0.0 0.3 0.0 0.0
276520.0 3.66 0.0 0 0.0 0.3 0.0 0.0
276530.0 4.28 0.0 0 0.0 0.3 0.0 0.0
276540.0 5.12 0.0 0 0.0 0.3 0.0 0.0
276550.0 3.94 0.0 0 0.0 0.3 0.0 0.0
276560.0 3.58 0.0 0 0.0 0.3 0.0 0.0
276570.0 2.8 0.0 0 0.0 0.3 0.0 0.0
276580.0 2.18 0.0 0 0.0 0.3 0.0 0.0
276590.0 2.03 0.0 0 0.0 0.3 0.0 0.0
276600.0 2.85 0.0 0 0.0 0.3 0.0 0.0
276610.0 3.65 0.0 0 0.0 0.3 0.0 0.0
276620.0 3.84 0.0 0 0.0 0.3 0.0 0.0
281590.0 4.11 0.0 0 0.0 0.3 0.0 0.0
281600.0 4.68 0.0 0 0.0 0.3 0.0 0.0
281610.0 4.93 0.0 0 0.0 0.3 0.0 0.0
281620.0 5.24 0.0 0 0.0 0.3 0.0 0.0
281630.0 4.7 0.0 0 0.0 0.3 0.0 0.0
281640.0 4.12 0.0 0 0.0 0.3 0.0 0.0
281650.0 3.61 0.0 0 0.0 0.3 0.0 0.0
281660.0 3.58 0.0 0 0.0 0.3 0.0 0.0
281670.0 3.39 0.0 0 0.0 0.3 0.0 0.0
281680.0 3.97 0.0 0 0.0 0.3 0.0 0.0
281690.0 4.43 0.0 0 0.0 0.3 0.0 0.0
281700.0 4.21 0.0 0 0.0 0.3 0.0 0.0
281710.0 4.69 0.0 0 0.0 0.3 0.0 0.0
281720.0 4.66 0.0 0 0.0 0.3 0.0 0.0
281730.0 4.35 0.0 0 0.0 0.3 0.0 0.0
281740.0 3.95 0.0 0 0.0 0.3 0.0 0.0
281750.0 3.97 0.0 0 0.0 0.3 0.0 0.0
281760.0 3.79 0.0 0 0.0 0.3 0.0 0.0
281770.0 3.69 0.0 0 0.0 0.3 0.0 0.0
281780.0 3.36 0.0 0 0.0 0.3 0.0 0.0
281790.0 3.36 0.0 0 0.0 0.3 0.0 0.0
281800.0 3.16 0.0 0 0.0 0.3 0.0 0.0
281810.0 2.66 0.0 0 0.0 0.3 0.0 0.0
281820.0 2.3 0.0 0 0.0 0.3 0.0 0.0
281830.0 2.59 0.0 0 0.0 0.3 0.0 0.0
281840.0 2.79 0.0 0 0.0 0.3 0.0 0.0
281850.0 3.64 0.0 0 0.0 0.3 0.0 0.0
281860.0 3.93 0.0 0 0.0 0.3 0.0 0.0
281870.0 3.75 0.0 0 0.0 0.3 0.0 0.0
281880.0 3.65 0.0 0 0.0 0.3 0.0 0.0
281890.0 3.21 0.0 0 0.0 0.3 0.0 0.0
281900.0 3.66 0.0 0 0.0 0.3 0.0 0.0
281910.0 4.8 0.0 0 0.0 0.3 0.0 0.0
281920.0 4.12 0.0 0 0.0 0.3 0.0 0.0
281930.0 3.93 0.0 0 0.0 0.3 0.0 0.0
281940.0 3.82 0.0 0 0.0 0.3 0.0 0.0
281950.0 3.58 0.0 0 0.0 0.3 0.0 0.0
281960.0 4.57 0.0 0 0.0 0.3 0.0 0.0
281970.0 4.13 0.0 0 0.0 0.3 0.0 0.0
281980.0 3.69 0.0 0 0.0 0.3 0.0 0.0
281990.0 4.01 0.0 0 0.0 0.3 0.0 0.0
282000.0 4.2 0.0 0 0.0 0.3 0.0 0.0
282010.0 3.87 0.0 0 0.0 0.3 0.0 0.0
282020.0 4.36 0.0 0 0.0 0.3 0.0 0.0
282030.0 4.18 0.0 0 0.0 0.3 0.0 0.0
282040.0 3.86 0.0 0 0.0 0.3 0.0 0.0
282050.0 4.18 0.0 0 0.0 0.3 0.0 0.0
282060.0 4.3 0.0 0 0.0 0.3 0.0 0.0
282070.0 3.96 0.0 0 0.0 0.3 0.0 0.0
282130.0 3.74 0.0 0 0.0 0.3 0.0 0.0
282140.0 3.41 0.0 0 0.0 0.3 0.0 0.0
282210.0 3.76 0.0 0 0.0 0.3 0.0 0.0
3818680.0 7.75 0.0 0 0.0 0.3 0.0 0.0
3818740.0 7.75 0.0 0 0.0 0.3 0.0 0.0
3886270.0 5.88 0.0 0 0.0 0.3 0.0 0.0
3886280.0 6.55 0.0 0 0.0 0.3 0.0 0.0
3886290.0 6.56 0.0 0 0.0 0.3 0.0 0.0
3886300.0 5.84 0.0 0 0.0 0.3 0.0 0.0
3886310.0 7.51 0.0 0 0.0 0.3 0.0 0.0
3886320.0 7.39 0.0 0 0.0 0.3 0.0 0.0
3886330.0 6.26 0.0 0 0.0 0.3 0.0 0.0
3886340.0 5.63 0.0 0 0.0 0.3 0.0 0.0
3886350.0 5.97 0.0 0 0.0 0.3 0.0 0.0
3886360.0 6.25 0.0 0 0.0 0.3 0.0 0.0
3886370.0 5.45 0.0 0 0.0 0.3 0.0 0.0
3886380.0 5.56 0.0 0 0.0 0.3 0.0 0.0
3886390.0 4.94 0.0 0 0.0 0.3 0.0 0.0
3886400.0 4.7 0.0 0 0.0 0.3 0.0 0.0
3886410.0 3.56 0.0 0 0.0 0.3 0.0 0.0
3886420.0 4.86 0.0 0 0.0 0.3 0.0 0.0
3886430.0 4.25 0.0 0 0.0 0.3 0.0 0.0
3886440.0 3.94 0.0 0 0.0 0.3 0.0 0.0
3886450.0 6.03 0.0 0 0.0 0.3 0.0 0.0
3886460.0 5.5 0.0 0 0.0 0.3 0.0 0.0
3886470.0 4.67 0.0 0 0.0 0.3 0.0 0.0
3886480.0 5.33 0.0 0 0.0 0.3 0.0 0.0
3886490.0 5.13 0.0 0 0.0 0.3 0.0 0.0
3886500.0 6.26 0.0 0 0.0 0.3 0.0 0.0
3886510.0 6.36 0.0 0 0.0 0.3 0.0 0.0
3886520.0 5.23 0.0 0 0.0 0.3 0.0 0.0
3886530.0 4.99 0.0 0 0.0 0.3 0.0 0.0
3886540.0 4.13 0.0 0 0.0 0.3 0.0 0.0
3886550.0 4.21 0.0 0 0.0 0.3 0.0 0.0
3886560.0 3.48 0.0 0 0.0 0.3 0.0 0.0
3886570.0 4.33 0.0 0 0.0 0.3 0.0 0.0
3886580.0 5.86 0.0 0 0.0 0.3 0.0 0.0
3886590.0 6.24 0.0 0 0.0 0.3 0.0 0.0
3886600.0 5.99 0.0 0 0.0 0.3 0.0 0.0
3886610.0 5.45 0.0 0 0.0 0.3 0.0 0.0
3886620.0 6.03 0.0 0 0.0 0.3 0.0 0.0
3886630.0 5.41 0.0 0 0.0 0.3 0.0 0.0
3886640.0 6.78 0.0 0 0.0 0.3 0.0 0.0
3886650.0 7.06 0.0 0 0.0 0.3 0.0 0.0
3886660.0 7.2 0.0 0 0.0 0.3 0.0 0.0
3886670.0 6.63 0.0 0 0.0 0.3 0.0 0.0
3886680.0 5.68 0.0 0 0.0 0.3 0.0 0.0
3886690.0 5.52 0.0 0 0.0 0.3 0.0 0.0
3886700.0 5.66 0.0 0 0.0 0.3 0.0 0.0
3886710.0 6.48 0.0 0 0.0 0.3 0.0 0.0
3886720.0 6.45 0.0 0 0.0 0.3 0.0 0.0
3886730.0 5.81 0.0 0 0.0 0.3 0.0 0.0
3886740.0 6.7 0.0 0 0.0 0.3 0.0 0.0
3886750.0 5.57 0.0 0 0.0 0.3 0.0 0.0
3886760.0 4.7 0.0 0 0.0 0.3 0.0 0.0
3886770.0 3.79 0.0 0 0.0 0.3 0.0 0.0
3886780.0 3.12 0.0 0 0.0 0.3 0.0 0.0
3886790.0 4.21 0.0 0 0.0 0.3 0.0 0.0
3886800.0 6.49 0.0 0 0.0 0.3 0.0 0.0
3886810.0 6.08 0.0 0 0.0 0.3 0.0 0.0
3886820.0 5.62 0.0 0 0.0 0.3 0.0 0.0
3886830.0 5.92 0.0 0 0.0 0.3 0.0 0.0
3886840.0 5.52 0.0 0 0.0 0.3 0.0 0.0
3886850.0 4.88 0.0 0 0.0 0.3 0.0 0.0
3886860.0 6.85 0.0 0 0.0 0.3 0.0 0.0
3886870.0 6.52 0.0 0 0.0 0.3 0.0 0.0
3886880.0 6.18 0.0 0 0.0 0.3 0.0 0.0
3886890.0 6.55 0.0 0 0.0 0.3 0.0 0.0
3886900.0 5.74 0.0 0 0.0 0.3 0.0 0.0
3886910.0 4.85 0.0 0 0.0 0.3 0.0 0.0
3886920.0 5.35 0.0 0 0.0 0.3 0.0 0.0
3886930.0 4.14 0.0 0 0.0 0.3 0.0 0.0
3886940.0 3.6 0.0 0 0.0 0.3 0.0 0.0
3886950.0 4.19 0.0 0 0.0 0.3 0.0 0.0
3886960.0 3.55 0.0 0 0.0 0.3 0.0 0.0
3886970.0 3.42 0.0 0 0.0 0.3 0.0 0.0
3886980.0 3.98 0.0 0 0.0 0.3 0.0 0.0
3886990.0 4.89 0.0 0 0.0 0.3 0.0 0.0
3887000.0 6.58 0.0 0 0.0 0.3 0.0 0.0
3887010.0 6.1 0.0 0 0.0 0.3 0.0 0.0
3887020.0 4.19 0.0 0 0.0 0.3 0.0 0.0
